"Trace","Admissible","Matrix","Decomposition","Length of Walk","Final Position"
2642,"False","{{2245, 528}, {1688, 397}}","{{1, 1, 2}, {-1, -17, 2}, 1}",24,"{4, -16}"
2642,"False","{{2461, 240}, {1856, 181}}","{{1, 1, 2}, {-1, -8, 5}, 1}",18,"{4, -4}"
2642,"False","{{2461, 1856}, {240, 181}}","{{5, -8, -1}, {2, 1, 1}, 1}",18,"{-4, 4}"
2642,"False","{{2245, 1688}, {528, 397}}","{{2, -17, -1}, {2, 1, 1}, 1}",24,"{-16, 4}"
2642,"False","{{2509, 176}, {1896, 133}}","{{1, 1, 2}, {-1, -6, 7}, 1}",18,"{4, 0}"
2642,"False","{{2509, 1896}, {176, 133}}","{{7, -6, -1}, {2, 1, 1}, 1}",18,"{0, 4}"
2642,"False","{{2509, 632}, {528, 133}}","{{2, -1, -17}, {1, 1, 2}, 1}",24,"{-16, 4}"
2642,"False","{{2509, 528}, {632, 133}}","{{2, 1, 1}, {-17, -1, 2}, 1}",24,"{4, -16}"
2642,"False","{{2429, 1376}, {376, 213}}","{{3, 3, -2}, {1, -2, 1}, 1}",12,"{4, 0}"
2642,"False","{{2101, 1184}, {960, 541}}","{{1, -1, -2, -2}, {3, 1, -1, 1}, 1}",12,"{-4, 4}"
2642,"False","{{2101, 960}, {1184, 541}}","{{1, -1, 1, 3}, {-2, -2, -1, 1}, 1}",12,"{4, -4}"
2642,"False","{{2429, 376}, {1376, 213}}","{{1, -2, 1}, {-2, 3, 3}, 1}",12,"{0, 4}"
2642,"False","{{2637, 824}, {16, 5}}","{{82, -1, -1}, {1, 1, 2}, 1}",88,"{80, 4}"
2642,"False","{{2421, 608}, {880, 221}}","{{1, -1, -28}, {1, 1, 2}, 1}",34,"{-28, 4}"
2642,"False","{{2421, 880}, {608, 221}}","{{2, 1, 1}, {-28, -1, 1}, 1}",34,"{4, -28}"
2642,"False","{{2637, 16}, {824, 5}}","{{2, 1, 1}, {-1, -1, 82}, 1}",88,"{4, 80}"
2642,"False","{{2189, 2032}, {488, 453}}","{{2, 8, -1, -1, -1, -1, -1, -1}, {1, 1, 1, 1, 1, 1, 1, 1}, 1}",24,"{4, 8}"
2642,"False","{{2189, 1016}, {976, 453}}","{{1, 4, 3}, {2, 1, 1}, 1}",12,"{8, 4}"
2642,"False","{{2189, 976}, {1016, 453}}","{{1, 1, 2}, {3, 4, 1}, 1}",12,"{4, 8}"
2642,"False","{{2189, 488}, {2032, 453}}","{{1, 1, 1, 1, 1, 1, 1, 1}, {-1, -1, -1, -1, -1, -1, 8, 2}, 1}",24,"{8, 4}"
2642,"False","{{2229, 1856}, {496, 413}}","{{2, 20, -1, -1}, {1, 1, 1, 1}, 1}",28,"{20, 4}"
2642,"False","{{2197, 1824}, {536, 445}}","{{2, 4, -1, -1}, {5, 1, 1, 1}, 1}",16,"{4, 8}"
2642,"False","{{2197, 1072}, {912, 445}}","{{1, 1, 10}, {1, 2, 1}, 1}",16,"{12, 4}"
2642,"False","{{2197, 912}, {1072, 445}}","{{1, 2, 1}, {10, 1, 1}, 1}",16,"{4, 12}"
2642,"False","{{2197, 536}, {1824, 445}}","{{1, 1, 1, 5}, {-1, -1, 4, 2}, 1}",16,"{8, 4}"
2642,"False","{{2229, 496}, {1856, 413}}","{{1, 1, 1, 1}, {-1, -1, 20, 2}, 1}",28,"{4, 20}"
2642,"False","{{2397, 1184}, {496, 245}}","{{2, -1, -1, 20}, {1, 1, 1, 1}, 1}",28,"{20, 4}"
2642,"False","{{2397, 1984}, {296, 245}}","{{4, 2, -1, -1}, {5, 1, 1, 1}, 1}",16,"{4, 8}"
2642,"False","{{2269, 928}, {912, 373}}","{{1, 10, 1}, {1, 2, 1}, 1}",16,"{12, 4}"
2642,"False","{{2269, 912}, {928, 373}}","{{1, 2, 1}, {1, 10, 1}, 1}",16,"{4, 12}"
2642,"False","{{2397, 296}, {1984, 245}}","{{1, 1, 1, 5}, {-1, -1, 2, 4}, 1}",16,"{8, 4}"
2642,"False","{{2397, 496}, {1184, 245}}","{{1, 1, 1, 1}, {20, -1, -1, 2}, 1}",28,"{4, 20}"
2642,"False","{{2405, 1168}, {488, 237}}","{{2, -1, -1, -1, -1, -1, -1, 8}, {1, 1, 1, 1, 1, 1, 1, 1}, 1}",24,"{4, 8}"
2642,"False","{{2405, 976}, {584, 237}}","{{2, 1, 1}, {4, 3, 1}, 1}",12,"{4, 8}"
2642,"False","{{2405, 584}, {976, 237}}","{{1, 3, 4}, {1, 1, 2}, 1}",12,"{8, 4}"
2642,"False","{{2405, 488}, {1168, 237}}","{{1, 1, 1, 1, 1, 1, 1, 1}, {8, -1, -1, -1, -1, -1, -1, 2}, 1}",24,"{8, 4}"
2642,"False","{{2629, 2136}, {16, 13}}","{{82, -1, -1}, {2, 1, 1}, 1}",88,"{80, 4}"
2642,"False","{{2629, 16}, {2136, 13}}","{{1, 1, 2}, {-1, -1, 82}, 1}",88,"{4, 80}"
2690,"False","{{2561, 464}, {712, 129}}","{{2, -1, -1}, {-1, -6, 3}, 1}",14,"{0, -4}"
2690,"False","{{2561, 712}, {464, 129}}","{{3, -6, -1}, {-1, -1, 2}, 1}",14,"{-4, 0}"
2690,"False","{{2681, 104}, {232, 9}}","{{6, -2}, {-1, 13}, 1}",22,"{4, 12}"
2690,"False","{{2681, 232}, {104, 9}}","{{13, -1}, {-2, 6}, 1}",22,"{12, 4}"
2690,"False","{{2473, 1720}, {312, 217}}","{{4, 1, -1}, {-7, 2, 1}, 1}",16,"{4, -4}"
2690,"False","{{2473, 312}, {1720, 217}}","{{1, 2, -7}, {-1, 1, 4}, 1}",16,"{-4, 4}"
2690,"False","{{2281, 904}, {1032, 409}}","{{1, 1, 1, 1}, {2, -1, -6, 1}, 1}",14,"{4, -4}"
2690,"False","{{2401, 1112}, {624, 289}}","{{2, -1, 3}, {-3, 2, 1}, 1}",12,"{4, 0}"
2690,"False","{{2401, 624}, {1112, 289}}","{{1, 2, -3}, {3, -1, 2}, 1}",12,"{0, 4}"
2690,"False","{{2281, 1032}, {904, 409}}","{{1, -6, -1, 2}, {1, 1, 1, 1}, 1}",14,"{-4, 4}"
2690,"False","{{1753, 1160}, {1416, 937}}","{{1, 1, 3, -1}, {-1, -1, -11, 1}, 1}",20,"{4, -12}"
2690,"False","{{1753, 1416}, {1160, 937}}","{{1, -11, -1, -1}, {-1, 3, 1, 1}, 1}",20,"{-12, 4}"
2690,"False","{{2121, 1384}, {872, 569}}","{{1, 2, 1, 1, -1}, {1, -1, -1, -4, 1}, 1}",14,"{4, -4}"
2690,"False","{{2121, 872}, {1384, 569}}","{{1, -4, -1, -1, 1}, {-1, 1, 1, 2, 1}, 1}",14,"{-4, 4}"
2690,"False","{{2329, 696}, {1208, 361}}","{{1, 4, -1}, {-7, 1, 2}, 1}",16,"{4, -4}"
2690,"False","{{2329, 1208}, {696, 361}}","{{2, 1, -7}, {-1, 4, 1}, 1}",16,"{-4, 4}"
2690,"False","{{1953, 1384}, {1040, 737}}","{{1, -3, -1, -1}, {-4, 1, 2, 1}, 1}",14,"{-4, 0}"
2690,"False","{{1953, 1040}, {1384, 737}}","{{1, 2, 1, -4}, {-1, -1, -3, 1}, 1}",14,"{0, -4}"
2690,"False","{{2017, 1680}, {808, 673}}","{{1, 33, -1, -1}, {1, 1, 1, 1}, 1}",40,"{32, 4}"
2690,"False","{{2017, 1616}, {840, 673}}","{{1, 1, -1, -1}, {1, 17, 1, 1}, 1}",24,"{0, 20}"
2690,"False","{{2017, 840}, {1616, 673}}","{{1, 1, 17, 1}, {-1, -1, 1, 1}, 1}",24,"{20, 0}"
2690,"False","{{2017, 808}, {1680, 673}}","{{1, 1, 1, 1}, {-1, -1, 33, 1}, 1}",40,"{4, 32}"
2690,"False","{{2097, 1160}, {1072, 593}}","{{1, -1, -1, -3}, {-11, 1, 1, 1}, 1}",20,"{-4, -8}"
2690,"False","{{2097, 1072}, {1160, 593}}","{{1, 1, 1, -11}, {-3, -1, -1, 1}, 1}",20,"{-8, -4}"
2690,"False","{{2113, 1200}, {1016, 577}}","{{1, 1, -2}, {6, -3, 1}, 1}",14,"{0, 4}"
2690,"False","{{2113, 1016}, {1200, 577}}","{{1, -3, 6}, {-2, 1, 1}, 1}",14,"{4, 0}"
2690,"False","{{2217, 1160}, {904, 473}}","{{1, 2, -1, -6}, {1, 1, 1, 1}, 1}",14,"{-4, 4}"
2690,"False","{{2217, 904}, {1160, 473}}","{{1, 1, 1, 1}, {-6, -1, 2, 1}, 1}",14,"{4, -4}"
2690,"False","{{2449, 1392}, {424, 241}}","{{3, -1, -2}, {-2, -3, 1}, 1}",12,"{0, -4}"
2690,"False","{{2449, 424}, {1392, 241}}","{{1, -3, -2}, {-2, -1, 3}, 1}",12,"{-4, 0}"
2690,"False","{{2193, 1048}, {1040, 497}}","{{1, -1, -1, 5}, {5, 1, 1, 1}, 1}",16,"{4, 8}"
2690,"False","{{2193, 1040}, {1048, 497}}","{{1, 1, 1, 5}, {5, -1, -1, 1}, 1}",16,"{8, 4}"
2690,"False","{{2577, 280}, {1040, 113}}","{{1, 5, -1, -1}, {1, 1, 1, 5}, 1}",16,"{4, 8}"
2690,"False","{{2577, 1040}, {280, 113}}","{{5, 1, 1, 1}, {-1, -1, 5, 1}, 1}",16,"{8, 4}"
2690,"False","{{2289, 1616}, {568, 401}}","{{2, -1, -1}, {17, 2, 1}, 1}",24,"{0, 20}"
2690,"False","{{2289, 1136}, {808, 401}}","{{1, -1, -1, 33}, {1, 1, 1, 1}, 1}",40,"{32, 4}"
2690,"False","{{2289, 808}, {1136, 401}}","{{1, 1, 1, 1}, {33, -1, -1, 1}, 1}",40,"{4, 32}"
2690,"False","{{2289, 568}, {1616, 401}}","{{1, 2, 17}, {-1, -1, 2}, 1}",24,"{20, 0}"
2690,"False","{{2377, 1240}, {600, 313}}","{{2, -6}, {-13, 1}, 1}",22,"{-4, -12}"
2690,"False","{{2377, 600}, {1240, 313}}","{{1, -13}, {-6, 2}, 1}",22,"{-12, -4}"
2690,"False","{{2689, 336}, {8, 1}}","{{168}, {4}, 1}",172,"{168, 4}"
2690,"False","{{2689, 168}, {16, 1}}","{{84}, {8}, 1}",92,"{84, 8}"
2690,"False","{{2689, 112}, {24, 1}}","{{56}, {12}, 1}",68,"{56, 12}"
2690,"False","{{2689, 56}, {48, 1}}","{{28}, {24}, 1}",52,"{28, 24}"
2690,"False","{{2689, 48}, {56, 1}}","{{24}, {28}, 1}",52,"{24, 28}"
2690,"False","{{2689, 24}, {112, 1}}","{{12}, {56}, 1}",68,"{12, 56}"
2690,"False","{{2689, 16}, {168, 1}}","{{8}, {84}, 1}",92,"{8, 84}"
2690,"False","{{2689, 8}, {336, 1}}","{{4}, {168}, 1}",172,"{4, 168}"
2706,"True","{{2653, 1352}, {104, 53}}","{{13, -13}, {-1, 1}, 1}",28,"{0, 0}"
2706,"True","{{2077, 1192}, {1096, 629}}","{{1, 1, -2}, {-5, 4, 1}, 1}",14,"{0, 0}"
2706,"True","{{2077, 1096}, {1192, 629}}","{{1, 4, -5}, {-2, 1, 1}, 1}",14,"{0, 0}"
2706,"True","{{2581, 568}, {568, 125}}","{{2, -3, 1}, {1, -3, 2}, 1}",12,"{0, 0}"
2706,"True","{{2029, 1352}, {1016, 677}}","{{1, -1}, {-169, 1}, 1}",172,"{0, -168}"
2706,"True","{{2029, 1016}, {1352, 677}}","{{1, -169}, {-1, 1}, 1}",172,"{-168, 0}"
2706,"True","{{1717, 1352}, {1256, 989}}","{{1, 1, 1, -1, -1, -1}, {-1, 1, -1, -1, 1, 1}, 1}",12,"{0, 0}"
2706,"True","{{1717, 1256}, {1352, 989}}","{{1, 1, -1, -1, 1, -1}, {-1, -1, -1, 1, 1, 1}, 1}",12,"{0, 0}"
2706,"True","{{1821, 1192}, {1352, 885}}","{{1, 1, -1, -1}, {-1, 4, -4, 1}, 1}",14,"{0, 0}"
2706,"True","{{1821, 1352}, {1192, 885}}","{{1, -4, 4, -1}, {-1, -1, 1, 1}, 1}",14,"{0, 0}"
2706,"True","{{1893, 1384}, {1112, 813}}","{{1, 1, -2, 1, -1}, {-2, -1, 1, 1, 1}, 1}",12,"{0, 0}"
2706,"True","{{1893, 1112}, {1384, 813}}","{{1, 1, 1, -1, -2}, {-1, 1, -2, 1, 1}, 1}",12,"{0, 0}"
2706,"True","{{2397, 1304}, {568, 309}}","{{2, 1, -3}, {2, -3, 1}, 1}",12,"{0, 0}"
2754,"False","{{2409, 688}, {1208, 345}}","{{1, -1}, {-86, 2}, 1}",90,"{0, -84}"
2754,"False","{{2409, 1208}, {688, 345}}","{{2, -86}, {-1, 1}, 1}",90,"{-84, 0}"
2754,"False","{{2633, 1048}, {304, 121}}","{{4, -1, 1}, {1, -10, 1}, 1}",18,"{4, -8}"
2754,"False","{{2633, 304}, {1048, 121}}","{{1, -10, 1}, {1, -1, 4}, 1}",18,"{-8, 4}"
2754,"False","{{2097, 824}, {1672, 657}}","{{1, 1, -7, 1}, {-1, -1, -3, 1}, 1}",16,"{-4, -4}"
2754,"False","{{2097, 1672}, {824, 657}}","{{1, -3, -1, -1}, {1, -7, 1, 1}, 1}",16,"{-4, -4}"
2754,"False","{{2473, 976}, {712, 281}}","{{2, 5, 1}, {-1, -4, 1}, 1}",14,"{8, -4}"
2754,"False","{{2473, 712}, {976, 281}}","{{1, -4, -1}, {1, 5, 2}, 1}",14,"{-4, 8}"
2754,"False","{{2217, 1048}, {1136, 537}}","{{1, -1, 4}, {-10, 1, 1}, 1}",18,"{4, -8}"
2754,"False","{{2217, 1136}, {1048, 537}}","{{1, 1, -10}, {4, -1, 1}, 1}",18,"{-8, 4}"
2754,"False","{{2537, 2024}, {272, 217}}","{{5, 1, -1, -1}, {-1, -9, 1, 1}, 1}",20,"{4, -8}"
2754,"False","{{2537, 272}, {2024, 217}}","{{1, 1, -9, -1}, {-1, -1, 1, 5}, 1}",20,"{-8, 4}"
2754,"False","{{2233, 1192}, {976, 521}}","{{1, -1, -4}, {2, 5, 1}, 1}",14,"{-4, 8}"
2754,"False","{{2233, 976}, {1192, 521}}","{{1, 5, 2}, {-4, -1, 1}, 1}",14,"{8, -4}"
2754,"False","{{2633, 2096}, {152, 121}}","{{9, 1, -1, -1}, {-1, -5, 1, 1}, 1}",20,"{8, -4}"
2754,"False","{{2633, 152}, {2096, 121}}","{{1, 1, -5, -1}, {-1, -1, 1, 9}, 1}",20,"{-4, 8}"
2754,"False","{{2441, 2032}, {376, 313}}","{{3, 15, -1, -1}, {1, 1, 1, 1}, 1}",24,"{16, 4}"
2754,"False","{{2297, 1112}, {944, 457}}","{{1, 2, 1, 8}, {1, -1, -1, 1}, 1}",16,"{12, 0}"
2754,"False","{{2297, 944}, {1112, 457}}","{{1, -1, -1, 1}, {8, 1, 2, 1}, 1}",16,"{0, 12}"
2754,"False","{{2441, 376}, {2032, 313}}","{{1, 1, 1, 1}, {-1, -1, 15, 3}, 1}",24,"{4, 16}"
2754,"False","{{2305, 1256}, {824, 449}}","{{1, -1, -1, -3}, {1, 1, -7, 1}, 1}",16,"{-4, -4}"
2754,"False","{{2305, 824}, {1256, 449}}","{{1, -7, 1, 1}, {-3, -1, -1, 1}, 1}",16,"{-4, -4}"
2754,"False","{{2569, 1264}, {376, 185}}","{{3, -1, -1, 15}, {1, 1, 1, 1}, 1}",24,"{16, 4}"
2754,"False","{{2345, 1016}, {944, 409}}","{{1, 8, 1, 2}, {1, -1, -1, 1}, 1}",16,"{12, 0}"
2754,"False","{{2345, 944}, {1016, 409}}","{{1, -1, -1, 1}, {2, 1, 8, 1}, 1}",16,"{0, 12}"
2754,"False","{{2569, 376}, {1264, 185}}","{{1, 1, 1, 1}, {15, -1, -1, 3}, 1}",24,"{4, 16}"
2754,"False","{{2649, 848}, {328, 105}}","{{4, -1, -1, -1, -1}, {7, 1, 1, 1, 2}, 1}",20,"{0, 12}"
2754,"False","{{2649, 656}, {424, 105}}","{{3, 13}, {2, 2}, 1}",20,"{16, 4}"
2754,"False","{{2649, 424}, {656, 105}}","{{2, 2}, {13, 3}, 1}",20,"{4, 16}"
2754,"False","{{2649, 328}, {848, 105}}","{{2, 1, 1, 1, 7}, {-1, -1, -1, -1, 4}, 1}",20,"{12, 0}"
2754,"False","{{2753, 344}, {8, 1}}","{{172}, {4}, 1}",176,"{172, 4}"
2754,"False","{{2753, 8}, {344, 1}}","{{4}, {172}, 1}",176,"{4, 172}"
2770,"False","{{2501, 384}, {1752, 269}}","{{1, 2, 1}, {-1, -10, 3}, 1}",18,"{4, -8}"
2770,"False","{{2501, 1752}, {384, 269}}","{{3, -10, -1}, {1, 2, 1}, 1}",18,"{-8, 4}"
2770,"False","{{2757, 280}, {128, 13}}","{{11, -3}, {-1, 5}, 1}",20,"{8, 4}"
2770,"False","{{2757, 128}, {280, 13}}","{{5, -1}, {-3, 11}, 1}",20,"{4, 8}"
2770,"False","{{2117, 864}, {1600, 653}}","{{1, 1, 1, 1}, {-1, -6, 2, 1}, 1}",14,"{4, -4}"
2770,"False","{{2117, 1600}, {864, 653}}","{{1, 2, -6, -1}, {1, 1, 1, 1}, 1}",14,"{-4, 4}"
2770,"False","{{2357, 520}, {1872, 413}}","{{1, 1, -3, 1}, {-1, -1, -4, 2}, 1}",14,"{0, -4}"
2770,"False","{{2357, 1872}, {520, 413}}","{{2, -4, -1, -1}, {1, -3, 1, 1}, 1}",14,"{-4, 0}"
2770,"False","{{2717, 600}, {240, 53}}","{{6, 1, 1}, {-1, -5, 2}, 1}",16,"{8, -4}"
2770,"False","{{2717, 240}, {600, 53}}","{{2, -5, -1}, {1, 1, 6}, 1}",16,"{-4, 8}"
2770,"False","{{2317, 656}, {1600, 453}}","{{1, 3, 1, -1}, {-1, -1, -4, 2}, 1}",14,"{4, -4}"
2770,"False","{{2317, 1600}, {656, 453}}","{{2, -4, -1, -1}, {-1, 1, 3, 1}, 1}",14,"{-4, 4}"
2770,"False","{{2357, 936}, {1040, 413}}","{{1, -2, 1}, {2, -7, 1}, 1}",14,"{0, -4}"
2770,"False","{{2357, 1040}, {936, 413}}","{{1, -7, 2}, {1, -2, 1}, 1}",14,"{-4, 0}"
2770,"False","{{2573, 1152}, {440, 197}}","{{3, -1, 2}, {-3, 2, 1}, 1}",12,"{4, 0}"
2770,"False","{{2573, 440}, {1152, 197}}","{{1, 2, -3}, {2, -1, 3}, 1}",12,"{0, 4}"
2770,"False","{{2765, 288}, {48, 5}}","{{29, -1}, {-1, 5}, 1}",36,"{28, 4}"
2770,"False","{{2765, 48}, {288, 5}}","{{5, -1}, {-1, 29}, 1}",36,"{4, 28}"
2770,"False","{{2189, 864}, {1472, 581}}","{{1, 10, 1}, {-1, -4, 1}, 1}",18,"{12, -4}"
2770,"False","{{2189, 1472}, {864, 581}}","{{1, -4, -1}, {1, 10, 1}, 1}",18,"{-4, 12}"
2770,"False","{{2077, 1384}, {1040, 693}}","{{1, -1}, {-173, 1}, 1}",176,"{0, -172}"
2770,"False","{{1933, 1280}, {1264, 837}}","{{1, -4, -1}, {-1, -12, 1}, 1}",20,"{-4, -12}"
2770,"False","{{2261, 888}, {1296, 509}}","{{1, 6, 1}, {-2, -3, 1}, 1}",14,"{8, -4}"
2770,"False","{{2261, 1296}, {888, 509}}","{{1, -3, -2}, {1, 6, 1}, 1}",14,"{-4, 8}"
2770,"False","{{1933, 1264}, {1280, 837}}","{{1, -12, -1}, {-1, -4, 1}, 1}",20,"{-12, -4}"
2770,"False","{{2077, 1040}, {1384, 693}}","{{1, -173}, {-1, 1}, 1}",176,"{-172, 0}"
2770,"False","{{2141, 1336}, {1008, 629}}","{{1, 8, -1}, {4, -1, 1}, 1}",16,"{8, 4}"
2770,"False","{{2141, 1008}, {1336, 629}}","{{1, -1, 4}, {-1, 8, 1}, 1}",16,"{4, 8}"
2770,"False","{{1765, 1352}, {1312, 1005}}","{{1, 1, 1, -2, -1}, {-1, 4, -1, 1, 1}, 1}",14,"{0, 4}"
2770,"False","{{1765, 1312}, {1352, 1005}}","{{1, 1, -1, 4, -1}, {-1, -2, 1, 1, 1}, 1}",14,"{4, 0}"
2770,"False","{{2357, 1560}, {624, 413}}","{{2, -1, -1}, {-2, -11, 1}, 1}",18,"{0, -12}"
2770,"False","{{2597, 720}, {624, 173}}","{{2, 3, -1}, {3, -1, 2}, 1}",12,"{4, 4}"
2770,"False","{{2285, 888}, {1248, 485}}","{{1, 6, 1}, {-3, -2, 1}, 1}",14,"{8, -4}"
2770,"False","{{2285, 1248}, {888, 485}}","{{1, -2, -3}, {1, 6, 1}, 1}",14,"{-4, 8}"
2770,"False","{{2597, 624}, {720, 173}}","{{2, -1, 3}, {-1, 3, 2}, 1}",12,"{4, 4}"
2770,"False","{{2357, 624}, {1560, 413}}","{{1, -11, -2}, {-1, -1, 2}, 1}",18,"{-12, 0}"
2770,"False","{{2213, 1440}, {856, 557}}","{{1, -2, -2, -1}, {1, 1, -3, 1}, 1}",12,"{-4, 0}"
2770,"False","{{2213, 856}, {1440, 557}}","{{1, -3, 1, 1}, {-1, -2, -2, 1}, 1}",12,"{0, -4}"
2770,"False","{{2309, 1512}, {704, 461}}","{{2, 1, -1, -1, -1}, {-1, -1, 1, -4, 1}, 1}",14,"{0, -4}"
2770,"False","{{2309, 704}, {1512, 461}}","{{1, -4, 1, -1, -1}, {-1, -1, -1, 1, 2}, 1}",14,"{-4, 0}"
2770,"False","{{2701, 1792}, {104, 69}}","{{13, -1}, {-17, 1}, 1}",32,"{12, -16}"
2770,"False","{{2701, 104}, {1792, 69}}","{{1, -17}, {-1, 13}, 1}",32,"{-16, 12}"
2770,"False","{{2717, 1800}, {80, 53}}","{{17, -1}, {-13, 1}, 1}",32,"{16, -12}"
2770,"False","{{2717, 80}, {1800, 53}}","{{1, -13}, {-1, 17}, 1}",32,"{-12, 16}"
2770,"False","{{1869, 1472}, {1144, 901}}","{{1, -1, -1, -1, -1, -1}, {-1, 1, -1, -1, 1, 1}, 1}",12,"{-4, 0}"
2770,"False","{{1869, 1144}, {1472, 901}}","{{1, 1, -1, -1, 1, -1}, {-1, -1, -1, -1, -1, 1}, 1}",12,"{0, -4}"
2770,"False","{{2381, 1728}, {536, 389}}","{{2, 2, 1, -1}, {1, -3, 1, 1}, 1}",12,"{4, 0}"
2770,"False","{{2381, 536}, {1728, 389}}","{{1, 1, -3, 1}, {-1, 1, 2, 2}, 1}",12,"{0, 4}"
2770,"False","{{1917, 1400}, {1168, 853}}","{{1, -1, -1, 1, 1, -1}, {-1, 1, 1, 1, 1, 1}, 1}",12,"{0, 4}"
2770,"False","{{1917, 1168}, {1400, 853}}","{{1, 1, 1, 1, 1, -1}, {-1, 1, 1, -1, -1, 1}, 1}",12,"{4, 0}"
2770,"False","{{2741, 368}, {216, 29}}","{{6, -1, -1}, {1, 3, 4}, 1}",16,"{4, 8}"
2770,"False","{{1957, 1760}, {904, 813}}","{{1, 7, -1, -1, -1, -1}, {3, 1, 1, 1, 1, 1}, 1}",20,"{4, 8}"
2770,"False","{{1957, 904}, {1760, 813}}","{{1, 1, 1, 1, 1, 3}, {-1, -1, -1, -1, 7, 1}, 1}",20,"{8, 4}"
2770,"False","{{2741, 216}, {368, 29}}","{{4, 3, 1}, {-1, -1, 6}, 1}",16,"{8, 4}"
2770,"False","{{2093, 1312}, {1080, 677}}","{{1, -4, -1}, {-8, -1, 1}, 1}",16,"{-4, -8}"
2770,"False","{{2093, 1080}, {1312, 677}}","{{1, -1, -8}, {-1, -4, 1}, 1}",16,"{-8, -4}"
2770,"False","{{2573, 384}, {1320, 197}}","{{1, 2, 1}, {-10, -1, 3}, 1}",18,"{4, -8}"
2770,"False","{{2693, 288}, {720, 77}}","{{2, 3, -1}, {-2, 1, 5}, 1}",14,"{4, 4}"
2770,"False","{{2453, 1200}, {648, 317}}","{{2, -1, 11}, {-2, 1, 1}, 1}",18,"{12, 0}"
2770,"False","{{1973, 1456}, {1080, 797}}","{{1, 2, 2, -1}, {-3, 1, 1, 1}, 1}",12,"{4, 0}"
2770,"False","{{1973, 1080}, {1456, 797}}","{{1, 1, 1, -3}, {-1, 2, 2, 1}, 1}",12,"{0, 4}"
2770,"False","{{2453, 648}, {1200, 317}}","{{1, 1, -2}, {11, -1, 2}, 1}",18,"{0, 12}"
2770,"False","{{2693, 720}, {288, 77}}","{{5, 1, -2}, {-1, 3, 2}, 1}",14,"{4, 4}"
2770,"False","{{2573, 1320}, {384, 197}}","{{3, -1, -10}, {1, 2, 1}, 1}",18,"{-8, 4}"
2770,"False","{{1997, 1608}, {960, 773}}","{{1, 1, -1, -1}, {6, 4, 1, 1}, 1}",16,"{0, 12}"
2770,"False","{{2269, 1328}, {856, 501}}","{{1, -1, -2, -2}, {1, -3, 1, 1}, 1}",12,"{-4, 0}"
2770,"False","{{2269, 856}, {1328, 501}}","{{1, 1, -3, 1}, {-2, -2, -1, 1}, 1}",12,"{0, -4}"
2770,"False","{{1997, 960}, {1608, 773}}","{{1, 1, 4, 6}, {-1, -1, 1, 1}, 1}",16,"{12, 0}"
2770,"False","{{2477, 1008}, {720, 293}}","{{2, 2, -1, 1}, {-1, 1, 3, 1}, 1}",12,"{4, 4}"
2770,"False","{{2477, 720}, {1008, 293}}","{{1, 3, 1, -1}, {1, -1, 2, 2}, 1}",12,"{4, 4}"
2770,"False","{{2309, 1728}, {616, 461}}","{{2, 19, -1}, {-2, 1, 1}, 1}",26,"{20, 0}"
2770,"False","{{2421, 1288}, {656, 349}}","{{2, 1, 1, -4}, {-2, -1, -2, 1}, 1}",14,"{0, -4}"
2770,"False","{{2309, 1232}, {864, 461}}","{{1, -1, -4}, {1, 10, 1}, 1}",18,"{-4, 12}"
2770,"False","{{2309, 864}, {1232, 461}}","{{1, 10, 1}, {-4, -1, 1}, 1}",18,"{12, -4}"
2770,"False","{{2421, 656}, {1288, 349}}","{{1, -2, -1, -2}, {-4, 1, 1, 2}, 1}",14,"{-4, 0}"
2770,"False","{{2309, 616}, {1728, 461}}","{{1, 1, -2}, {-1, 19, 2}, 1}",26,"{0, 20}"
2770,"False","{{2573, 1920}, {264, 197}}","{{5, 8, -1}, {-2, 1, 1}, 1}",18,"{12, 0}"
2770,"False","{{2093, 1440}, {984, 677}}","{{1, -4, -1}, {4, 3, 1}, 1}",14,"{-4, 8}"
2770,"False","{{2093, 984}, {1440, 677}}","{{1, 3, 4}, {-1, -4, 1}, 1}",14,"{8, -4}"
2770,"False","{{2573, 264}, {1920, 197}}","{{1, 1, -2}, {-1, 8, 5}, 1}",18,"{0, 12}"
2770,"False","{{2573, 1584}, {320, 197}}","{{4, 1, -1}, {12, -1, 1}, 1}",20,"{4, 12}"
2770,"False","{{2573, 320}, {1584, 197}}","{{1, -1, 12}, {-1, 1, 4}, 1}",20,"{12, 4}"
2770,"False","{{2477, 1680}, {432, 293}}","{{3, 2, -1}, {-2, 5, 1}, 1}",14,"{4, 4}"
2770,"False","{{2645, 336}, {984, 125}}","{{1, -1, -4}, {1, 3, 4}, 1}",14,"{-4, 8}"
2770,"False","{{2117, 1200}, {1152, 653}}","{{1, -3, -2}, {-3, -2, 1}, 1}",12,"{-4, -4}"
2770,"False","{{2117, 1152}, {1200, 653}}","{{1, -2, -3}, {-2, -3, 1}, 1}",12,"{-4, -4}"
2770,"False","{{2645, 984}, {336, 125}}","{{4, 3, 1}, {-4, -1, 1}, 1}",14,"{8, -4}"
2770,"False","{{2477, 432}, {1680, 293}}","{{1, 5, -2}, {-1, 2, 3}, 1}",14,"{4, 4}"
2770,"False","{{2189, 1152}, {1104, 581}}","{{1, -5}, {-29, 1}, 1}",36,"{-4, -28}"
