trace,admissible,L_class_number,commutator_class_number,walks
70382,True,40,40.0,19.5
70398,True,100,100.0,21.12
70418,True,36,36.0,21.11111111111111
70590,True,180,180.0,19.91111111111111
70638,True,128,128.0,20.0625
70674,True,68,68.0,21.294117647058822
70722,True,192,192.0,20.604166666666668
70846,True,24,24.0,21.5
70914,True,70,70.0,20.742857142857144
71022,True,72,72.0,20.72222222222222
71058,True,124,124.0,20.451612903225808
71102,True,156,156.0,21.384615384615383
71166,True,68,68.0,21.647058823529413
71170,True,56,56.0,21.714285714285715
71278,True,60,60.0,21.4
71314,True,32,32.0,21.75
71358,True,56,56.0,21.0
71406,True,96,96.0,20.583333333333332
71422,True,68,68.0,20.235294117647058
71426,True,48,48.0,19.0
71442,True,120,120.0,21.333333333333332
71490,True,76,76.0,20.42105263157895
71534,True,68,68.0,23.176470588235293
71570,True,42,42.0,21.142857142857142
71678,True,64,64.0,20.3125
71682,True,96,96.0,19.0
71746,True,80,80.0,21.1
71790,True,156,156.0,20.58974358974359
71826,True,147,147.0,21.768707482993197
71934,True,68,68.0,22.0
72002,True,18,18.0,21.77777777777778
72126,True,90,90.0,20.266666666666666
72174,True,108,108.0,21.703703703703702
72210,True,124,124.0,20.0
72258,True,184,184.0,20.565217391304348
72430,True,104,104.0,21.23076923076923
72450,True,128,128.0,19.375
72466,True,40,40.0,20.0
72558,True,110,110.0,20.763636363636362
72594,True,78,78.0,19.897435897435898
72686,True,44,44.0,21.454545454545453
72702,True,128,128.0,20.75
72722,True,78,78.0,21.641025641025642
72894,True,48,48.0,19.666666666666668
72942,True,134,134.0,20.35820895522388
72978,True,98,98.0,21.346938775510203
73026,True,36,36.0,20.444444444444443
73150,True,64,64.0,19.25
73218,True,96,96.0,21.333333333333332
73326,True,68,68.0,21.176470588235293
73362,True,88,88.0,20.454545454545453
73406,True,20,20.0,20.0
73470,True,124,124.0,20.387096774193548
73474,True,14,14.0,20.571428571428573
73582,True,30,30.0,19.733333333333334
73618,True,114,114.0,22.105263157894736
73662,True,226,226.0,21.27433628318584
73710,True,92,92.0,20.0
73726,True,64,64.0,20.25
73730,True,86,86.0,19.53488372093023
73746,True,122,122.0,20.0
73794,True,96,96.0,20.833333333333332
73838,True,30,30.0,20.133333333333333
73874,True,62,62.0,21.548387096774192
73982,True,80,80.0,22.8
73986,True,175,175.0,22.777142857142856
74050,True,50,50.0,20.48
74094,True,120,120.0,21.733333333333334
74130,True,114,114.0,20.87719298245614
74238,True,60,60.0,23.2
74306,True,52,52.0,20.76923076923077
74430,True,88,88.0,20.727272727272727
74478,True,120,120.0,22.1
74514,True,94,94.0,20.72340425531915
74562,True,64,64.0,21.75
74734,True,44,44.0,24.272727272727273
74754,True,164,164.0,21.365853658536587
74770,True,32,32.0,19.25
74862,True,124,124.0,20.258064516129032
74898,True,122,122.0,20.78688524590164
74990,True,124,124.0,20.580645161290324
75006,True,88,88.0,21.0
75026,True,10,10.0,18.8
75198,True,112,112.0,21.0
75246,True,44,44.0,20.545454545454547
75282,True,100,100.0,20.72
75330,True,142,142.0,20.845070422535212
75454,True,32,32.0,19.25
75522,True,108,108.0,21.62962962962963
75630,True,128,128.0,20.8125
75666,True,60,60.0,21.333333333333332
75710,True,108,108.0,20.296296296296298
75774,True,140,140.0,20.571428571428573
75778,True,66,66.0,20.78787878787879
75886,True,56,56.0,20.142857142857142
75922,True,56,56.0,23.928571428571427
75966,True,28,28.0,21.714285714285715
76014,True,116,116.0,21.93103448275862
76030,True,44,44.0,20.181818181818183
76034,True,36,36.0,20.444444444444443
76050,True,250,250.0,20.256
76098,True,126,126.0,21.77777777777778
76142,True,86,86.0,22.0
76178,True,104,104.0,22.846153846153847
76286,True,36,36.0,21.333333333333332
76290,True,82,82.0,21.365853658536587
76354,True,60,60.0,21.333333333333332
76398,True,164,164.0,21.390243902439025
76434,True,92,92.0,21.391304347826086
76542,True,184,184.0,21.58695652173913
76610,True,48,48.0,21.0
76734,True,120,120.0,20.0
76782,True,120,120.0,19.933333333333334
76818,True,116,116.0,20.275862068965516
76866,True,164,164.0,21.073170731707318
77038,True,52,52.0,22.46153846153846
77058,True,128,128.0,20.875
77074,True,46,46.0,21.043478260869566
77166,True,88,88.0,21.181818181818183
77202,True,144,144.0,20.77777777777778
77294,True,40,40.0,20.0
77310,True,108,108.0,22.0
77330,True,56,56.0,21.0
77502,True,82,82.0,22.682926829268293
77550,True,116,116.0,21.655172413793103
77586,True,114,114.0,20.736842105263158
77634,True,40,40.0,22.6
77758,True,60,60.0,22.0
77826,True,104,104.0,19.76923076923077
77934,True,112,112.0,20.857142857142858
77970,True,126,126.0,20.50793650793651
78014,True,50,50.0,20.0
78078,True,72,72.0,22.166666666666668
78082,True,92,92.0,21.391304347826086
78190,True,52,52.0,20.615384615384617
78226,True,38,38.0,20.210526315789473
78270,True,172,172.0,21.488372093023255
78318,True,84,84.0,20.285714285714285
78334,True,32,32.0,22.25
78338,True,82,82.0,20.536585365853657
78354,True,58,58.0,20.75862068965517
78402,True,258,258.0,22.4031007751938
78446,True,56,56.0,20.571428571428573
78482,True,28,28.0,20.857142857142858
78590,True,50,50.0,21.84
78594,True,80,80.0,21.9
78658,True,8,8.0,21.0
78702,True,220,220.0,21.78181818181818
78738,True,132,132.0,20.363636363636363
78846,True,120,120.0,21.5
78914,True,30,30.0,20.933333333333334
79038,True,100,100.0,22.08
79086,True,88,88.0,21.545454545454547
79122,True,128,128.0,20.90625
79170,True,66,66.0,22.90909090909091
79342,True,72,72.0,21.666666666666668
79362,True,76,76.0,20.63157894736842
79378,True,102,102.0,21.725490196078432
79470,True,184,184.0,21.043478260869566
79506,True,84,84.0,20.666666666666668
79598,True,92,92.0,20.304347826086957
79614,True,128,128.0,20.5625
79634,True,76,76.0,22.0
79806,True,150,150.0,21.813333333333333
79854,True,92,92.0,21.565217391304348
79890,True,140,140.0,20.914285714285715
79938,True,168,168.0,20.38095238095238
80062,True,12,12.0,20.0
80130,True,208,208.0,21.076923076923077
80238,True,104,104.0,21.384615384615383
80274,True,150,150.0,21.333333333333332
80318,True,58,58.0,19.93103448275862
80382,True,116,116.0,21.448275862068964
80386,True,16,16.0,19.5
80494,True,40,40.0,20.2
80530,True,80,80.0,21.3
80574,True,48,48.0,20.833333333333332
80622,True,134,134.0,21.611940298507463
80638,True,108,108.0,20.22222222222222
80642,True,24,24.0,19.333333333333332
80658,True,132,132.0,23.575757575757574
80706,True,32,32.0,19.875
80750,True,44,44.0,21.818181818181817
80786,True,60,60.0,20.8
80894,True,50,50.0,21.28
80898,True,276,276.0,21.536231884057973
80962,True,104,104.0,20.76923076923077
81006,True,78,78.0,21.23076923076923
81042,True,110,110.0,20.145454545454545
81150,True,172,172.0,19.953488372093023
81218,True,14,14.0,24.571428571428573
81342,True,340,340.0,21.105882352941176
81390,True,156,156.0,20.153846153846153
81426,True,72,72.0,20.666666666666668
81474,True,196,196.0,21.346938775510203
81646,True,68,68.0,21.058823529411764
81666,True,82,82.0,21.902439024390244
81682,True,42,42.0,20.952380952380953
81774,True,84,84.0,20.761904761904763
81810,True,202,202.0,20.514851485148515
81902,True,100,100.0,20.88
81918,True,120,120.0,20.066666666666666
81938,True,44,44.0,19.363636363636363
82110,True,56,56.0,20.285714285714285
82158,True,108,108.0,21.48148148148148
82194,True,52,52.0,19.846153846153847
82242,True,66,66.0,21.696969696969695
82366,True,46,46.0,21.91304347826087
82434,True,100,100.0,21.28
82542,True,104,104.0,19.384615384615383
82578,True,120,120.0,20.0
82622,True,50,50.0,21.04
82686,True,88,88.0,20.90909090909091
82690,True,130,130.0,21.723076923076924
82798,True,72,72.0,19.88888888888889
82834,True,32,32.0,21.75
82878,True,148,148.0,20.864864864864863
82926,True,100,100.0,22.16
82942,True,126,126.0,20.22222222222222
82946,True,113,113.0,25.75221238938053
82962,True,122,122.0,22.327868852459016
83010,True,158,158.0,21.367088607594937
83054,True,36,36.0,21.11111111111111
83090,True,102,102.0,20.352941176470587
83198,True,52,52.0,21.846153846153847
83202,True,134,134.0,20.44776119402985
83266,True,66,66.0,21.09090909090909
83310,True,158,158.0,22.329113924050635
83346,True,84,84.0,22.666666666666668
83454,True,52,52.0,20.615384615384617
83522,True,52,52.0,21.23076923076923
83646,True,44,44.0,20.727272727272727
83694,True,112,112.0,20.928571428571427
83730,True,142,142.0,20.535211267605632
83778,True,62,62.0,20.64516129032258
83950,True,42,42.0,19.333333333333332
83970,True,120,120.0,20.4
83986,True,66,66.0,22.303030303030305
84078,True,172,172.0,21.023255813953487
84114,True,120,120.0,20.8
84206,True,28,28.0,19.428571428571427
84222,True,60,60.0,21.066666666666666
84242,True,54,54.0,20.074074074074073
84414,True,192,192.0,22.25
84462,True,152,152.0,20.36842105263158
84498,True,176,176.0,20.568181818181817
84546,True,116,116.0,20.82758620689655
84670,True,46,46.0,21.565217391304348
84738,True,76,76.0,19.473684210526315
84846,True,88,88.0,22.09090909090909
84882,True,94,94.0,21.148936170212767
84926,True,76,76.0,20.63157894736842
84990,True,204,204.0,21.49019607843137
84994,True,52,52.0,20.615384615384617
85102,True,88,88.0,21.954545454545453
85138,True,46,46.0,20.52173913043478
85182,True,80,80.0,19.9
85230,True,140,140.0,22.057142857142857
85246,True,24,24.0,20.0
85250,True,106,106.0,21.132075471698112
85266,True,151,151.0,23.178807947019866
85314,True,54,54.0,23.48148148148148
85358,True,92,92.0,20.956521739130434
85394,True,28,28.0,22.857142857142858
85502,True,40,40.0,21.2
85506,True,68,68.0,20.352941176470587
85570,True,72,72.0,19.666666666666668
85614,True,88,88.0,21.545454545454547
85650,True,186,186.0,21.29032258064516
85758,True,236,236.0,20.54237288135593
85826,True,24,24.0,19.333333333333332
85950,True,200,200.0,21.72
85998,True,116,116.0,22.0
86034,True,134,134.0,21.70149253731343
86082,True,230,230.0,21.6
86254,True,76,76.0,22.94736842105263
86274,True,110,110.0,20.654545454545456
86290,True,60,60.0,22.266666666666666
86382,True,88,88.0,22.0
86418,True,90,90.0,22.488888888888887
86510,True,64,64.0,20.125
86526,True,68,68.0,21.176470588235293
86546,True,76,76.0,19.894736842105264
86718,True,52,52.0,24.307692307692307
86766,True,160,160.0,21.125
86802,True,140,140.0,20.514285714285716
86850,True,84,84.0,20.476190476190474
86974,True,112,112.0,21.5
87042,True,130,130.0,22.092307692307692
87150,True,136,136.0,19.88235294117647
87186,True,100,100.0,20.8
87230,True,20,20.0,20.8
87294,True,76,76.0,19.57894736842105
87298,True,58,58.0,20.896551724137932
87406,True,28,28.0,21.714285714285715
87442,True,84,84.0,21.714285714285715
87486,True,140,140.0,21.771428571428572
87534,True,140,140.0,20.457142857142856
87550,True,68,68.0,21.058823529411764
87554,True,32,32.0,22.5
87570,True,142,142.0,20.704225352112676
87618,True,312,312.0,21.852564102564102
87662,True,52,52.0,19.692307692307693
87698,True,56,56.0,21.214285714285715
87806,True,124,124.0,21.322580645161292
87810,True,172,172.0,21.186046511627907
87874,True,24,24.0,21.666666666666668
87918,True,146,146.0,21.397260273972602
87954,True,164,164.0,21.658536585365855
88062,True,192,192.0,21.666666666666668
88130,True,150,150.0,20.8
88254,True,48,48.0,20.0
88302,True,120,120.0,21.733333333333334
88338,True,136,136.0,20.470588235294116
88386,True,40,40.0,21.8
88558,True,90,90.0,21.77777777777778
88578,True,92,92.0,21.565217391304348
88594,True,44,44.0,21.636363636363637
88686,True,72,72.0,23.22222222222222
88722,True,140,140.0,21.914285714285715
88814,True,96,96.0,22.166666666666668
88830,True,168,168.0,20.571428571428573
88850,True,50,50.0,20.16
89022,True,156,156.0,21.743589743589745
89070,True,140,140.0,21.428571428571427
89106,True,106,106.0,21.81132075471698
89154,True,124,124.0,20.129032258064516
89278,True,44,44.0,21.09090909090909
89346,True,116,116.0,20.482758620689655
89454,True,156,156.0,21.435897435897434
89490,True,146,146.0,20.986301369863014
89534,True,92,92.0,24.08695652173913
89598,True,176,176.0,21.318181818181817
89602,True,104,104.0,21.923076923076923
89710,True,108,108.0,20.666666666666668
89746,True,78,78.0,22.102564102564102
89790,True,116,116.0,21.862068965517242
89838,True,80,80.0,20.9
89854,True,72,72.0,20.0
89858,True,40,40.0,20.0
89874,True,128,128.0,20.4375
89922,True,74,74.0,23.135135135135137
89966,True,54,54.0,23.25925925925926
90002,True,111,111.0,24.25225225225225
90110,True,168,168.0,21.333333333333332
90114,True,86,86.0,21.069767441860463
90178,True,68,68.0,19.529411764705884
90222,True,140,140.0,21.65714285714286
90258,True,166,166.0,21.397590361445783
90366,True,60,60.0,21.6
90434,True,32,32.0,21.25
90558,True,140,140.0,20.62857142857143
90606,True,140,140.0,21.714285714285715
90642,True,154,154.0,20.155844155844157
90690,True,212,212.0,20.9811320754717
90862,True,24,24.0,21.0
90882,True,100,100.0,21.52
90898,True,102,102.0,23.176470588235293
90990,True,172,172.0,21.813953488372093
91026,True,136,136.0,20.470588235294116
91118,True,52,52.0,20.923076923076923
91134,True,132,132.0,20.78787878787879
91154,True,36,36.0,20.88888888888889
91326,True,28,28.0,20.285714285714285
91374,True,128,128.0,21.9375
91410,True,144,144.0,21.305555555555557
91458,True,60,60.0,20.666666666666668
91582,True,124,124.0,21.225806451612904
91650,True,128,128.0,21.375
91758,True,206,206.0,20.446601941747574
91794,True,88,88.0,21.636363636363637
91838,True,56,56.0,22.571428571428573
91902,True,356,356.0,21.640449438202246
91906,True,32,32.0,18.5
92014,True,100,100.0,20.72
92050,True,40,40.0,20.2
92094,True,206,206.0,21.24271844660194
92142,True,142,142.0,20.619718309859156
92158,True,48,48.0,19.833333333333332
92162,True,124,124.0,20.806451612903224
92178,True,124,124.0,20.387096774193548
92226,True,192,192.0,21.458333333333332
92270,True,102,102.0,22.58823529411765
92306,True,24,24.0,23.666666666666668
92414,True,32,32.0,20.0
92418,True,302,302.0,22.52980132450331
92482,True,18,18.0,20.666666666666668
92526,True,60,60.0,21.066666666666666
92562,True,144,144.0,21.63888888888889
92670,True,88,88.0,22.181818181818183
92738,True,72,72.0,20.77777777777778
92862,True,52,52.0,22.76923076923077
92910,True,244,244.0,20.885245901639344
92946,True,98,98.0,20.122448979591837
92994,True,48,48.0,21.333333333333332
93166,True,108,108.0,22.0
93186,True,144,144.0,20.944444444444443
93202,True,64,64.0,21.25
93294,True,130,130.0,21.138461538461538
93330,True,184,184.0,21.652173913043477
93422,True,52,52.0,20.307692307692307
93438,True,108,108.0,20.62962962962963
93458,True,104,104.0,21.692307692307693
93630,True,264,264.0,20.636363636363637
93678,True,128,128.0,22.0625
93714,True,88,88.0,21.454545454545453
93762,True,180,180.0,21.511111111111113
93886,True,24,24.0,22.666666666666668
93954,True,84,84.0,23.142857142857142
94062,True,88,88.0,21.363636363636363
94098,True,144,144.0,22.13888888888889
94142,True,104,104.0,20.846153846153847
94206,True,116,116.0,21.103448275862068
94210,True,64,64.0,21.125
94318,True,34,34.0,20.941176470588236
94354,True,60,60.0,21.2
94398,True,68,68.0,20.941176470588236
94446,True,132,132.0,21.21212121212121
94462,True,56,56.0,21.285714285714285
94466,True,54,54.0,20.14814814814815
94482,True,148,148.0,21.2972972972973
94530,True,64,64.0,20.75
94574,True,34,34.0,19.764705882352942
94610,True,112,112.0,19.892857142857142
94718,True,56,56.0,20.714285714285715
94722,True,124,124.0,21.548387096774192
94786,True,116,116.0,20.896551724137932
94830,True,166,166.0,21.42168674698795
94866,True,186,186.0,23.29032258064516
94974,True,132,132.0,20.424242424242426
95042,True,32,32.0,21.25
95166,True,140,140.0,22.228571428571428
95214,True,76,76.0,20.63157894736842
95250,True,214,214.0,21.42056074766355
95298,True,154,154.0,20.77922077922078
95470,True,48,48.0,21.083333333333332
95490,True,126,126.0,21.365079365079364
95506,True,46,46.0,19.47826086956522
95598,True,248,248.0,22.258064516129032
95634,True,76,76.0,21.68421052631579
95726,True,76,76.0,21.473684210526315
95742,True,100,100.0,21.92
95762,True,72,72.0,22.38888888888889
95934,True,56,56.0,21.428571428571427
95982,True,132,132.0,21.696969696969695
96018,True,128,128.0,21.34375
96066,True,66,66.0,19.87878787878788
96190,True,138,138.0,21.10144927536232
96258,True,164,164.0,22.146341463414632
96366,True,80,80.0,21.6
96402,True,154,154.0,21.948051948051948
96446,True,42,42.0,23.333333333333332
96510,True,154,154.0,20.467532467532468
96514,True,80,80.0,20.7
96622,True,112,112.0,21.714285714285715
96658,True,20,20.0,21.2
96702,True,224,224.0,21.428571428571427
96750,True,156,156.0,21.025641025641026
96766,True,48,48.0,22.833333333333332
96770,True,64,64.0,21.25
96786,True,128,128.0,21.0
96834,True,134,134.0,21.73134328358209
96878,True,104,104.0,21.615384615384617
96914,True,68,68.0,20.58823529411765
97022,True,78,78.0,22.205128205128204
97026,True,68,68.0,20.0
97090,True,32,32.0,23.875
97134,True,108,108.0,20.74074074074074
97170,True,164,164.0,22.48780487804878
97278,True,238,238.0,21.73109243697479
97346,True,215,215.0,23.358139534883723
97470,True,88,88.0,19.636363636363637
97518,True,164,164.0,21.658536585365855
97554,True,118,118.0,21.89830508474576
97602,True,120,120.0,20.866666666666667
97774,True,36,36.0,21.555555555555557
97794,True,76,76.0,24.526315789473685
97810,True,148,148.0,21.89189189189189
97902,True,176,176.0,22.454545454545453
97938,True,160,160.0,21.05
98030,True,56,56.0,19.285714285714285
98046,True,142,142.0,21.802816901408452
98066,True,40,40.0,21.4
98238,True,168,168.0,21.047619047619047
98286,True,128,128.0,22.0
98322,True,120,120.0,21.6
98370,True,366,366.0,20.59016393442623
98494,True,12,12.0,18.666666666666668
98562,True,216,216.0,21.77777777777778
98670,True,224,224.0,20.928571428571427
98706,True,144,144.0,21.166666666666668
98750,True,224,224.0,21.714285714285715
98814,True,92,92.0,23.391304347826086
98818,True,94,94.0,23.404255319148938
98926,True,64,64.0,21.0
98962,True,18,18.0,19.333333333333332
99006,True,48,48.0,24.666666666666668
99054,True,100,100.0,22.08
99070,True,68,68.0,20.705882352941178
99074,True,68,68.0,21.764705882352942
99090,True,200,200.0,21.08
99138,True,68,68.0,21.058823529411764
99182,True,100,100.0,21.52
99218,True,48,48.0,21.833333333333332
99326,True,38,38.0,20.63157894736842
99330,True,192,192.0,21.833333333333332
99394,True,52,52.0,21.692307692307693
99438,True,144,144.0,21.72222222222222
99474,True,90,90.0,23.333333333333332
99582,True,60,60.0,20.0
99650,True,20,20.0,21.6
99774,True,228,228.0,22.035087719298247
99822,True,142,142.0,21.295774647887324
99858,True,162,162.0,23.11111111111111
99906,True,192,192.0,20.833333333333332
