trace,admissible,L_class_number,commutator_class_number,walks
49902,True,108,108.0,20.296296296296298
49938,True,72,72.0,18.666666666666668
49986,True,48,48.0,19.0
50110,True,68,68.0,20.941176470588236
50178,True,171,171.0,21.27485380116959
50286,True,40,40.0,18.8
50322,True,140,140.0,20.142857142857142
50366,True,48,48.0,22.166666666666668
50430,True,84,84.0,18.857142857142858
50434,True,40,40.0,20.4
50542,True,60,60.0,21.066666666666666
50578,True,14,14.0,19.142857142857142
50622,True,120,120.0,19.133333333333333
50670,True,120,120.0,20.4
50686,True,20,20.0,21.6
50690,True,40,40.0,20.4
50706,True,68,68.0,20.58823529411765
50754,True,72,72.0,20.72222222222222
50798,True,70,70.0,20.228571428571428
50834,True,28,28.0,21.428571428571427
50942,True,24,24.0,18.333333333333332
50946,True,44,44.0,20.0
51010,True,16,16.0,22.5
51054,True,68,68.0,20.11764705882353
51090,True,86,86.0,20.093023255813954
51198,True,116,116.0,19.655172413793103
51266,True,32,32.0,18.5
51390,True,50,50.0,20.48
51438,True,74,74.0,20.756756756756758
51474,True,36,36.0,18.333333333333332
51522,True,50,50.0,20.16
51694,True,40,40.0,18.6
51714,True,80,80.0,21.2
51730,True,40,40.0,21.8
51822,True,116,116.0,19.448275862068964
51858,True,112,112.0,19.571428571428573
51950,True,54,54.0,21.703703703703702
51966,True,60,60.0,18.666666666666668
51986,True,74,74.0,21.405405405405407
52158,True,220,220.0,20.036363636363635
52206,True,38,38.0,18.94736842105263
52242,True,96,96.0,20.416666666666668
52290,True,170,170.0,18.658823529411766
52414,True,12,12.0,17.333333333333332
52482,True,56,56.0,21.5
52590,True,104,104.0,18.76923076923077
52626,True,62,62.0,19.548387096774192
52670,True,60,60.0,19.333333333333332
52734,True,56,56.0,22.0
52738,True,16,16.0,18.5
52846,True,20,20.0,20.4
52882,True,50,50.0,20.48
52926,True,34,34.0,21.41176470588235
52974,True,78,78.0,18.76923076923077
52990,True,96,96.0,19.75
52994,True,8,8.0,18.0
53010,True,114,114.0,19.719298245614034
53058,True,36,36.0,19.11111111111111
53102,True,32,32.0,19.25
53138,True,34,34.0,19.058823529411764
53246,True,38,38.0,20.210526315789473
53250,True,138,138.0,19.768115942028984
53314,True,88,88.0,20.272727272727273
53358,True,88,88.0,20.272727272727273
53394,True,70,70.0,20.62857142857143
53502,True,90,90.0,20.0
53570,True,20,20.0,22.0
53694,True,140,140.0,19.485714285714284
53742,True,128,128.0,20.9375
53778,True,46,46.0,19.565217391304348
53826,True,183,183.0,21.30054644808743
53998,True,44,44.0,19.09090909090909
54018,True,76,76.0,20.736842105263158
54034,True,14,14.0,19.428571428571427
54126,True,60,60.0,18.8
54162,True,80,80.0,19.6
54254,True,36,36.0,20.0
54270,True,140,140.0,19.2
54290,True,34,34.0,19.41176470588235
54462,True,34,34.0,18.823529411764707
54510,True,144,144.0,20.11111111111111
54546,True,84,84.0,20.571428571428573
54594,True,32,32.0,20.5
54718,True,132,132.0,20.303030303030305
54786,True,48,48.0,19.5
54894,True,64,64.0,20.625
54930,True,144,144.0,19.444444444444443
54974,True,12,12.0,18.0
55038,True,112,112.0,20.285714285714285
55042,True,70,70.0,20.8
55150,True,96,96.0,20.583333333333332
55186,True,28,28.0,19.142857142857142
55230,True,88,88.0,20.272727272727273
55278,True,128,128.0,20.4375
55294,True,52,52.0,18.615384615384617
55298,True,44,44.0,20.90909090909091
55314,True,40,40.0,19.2
55362,True,104,104.0,20.307692307692307
55406,True,64,64.0,20.5
55442,True,48,48.0,20.833333333333332
55550,True,60,60.0,22.533333333333335
55554,True,150,150.0,19.733333333333334
55618,True,16,16.0,18.5
55662,True,102,102.0,20.431372549019606
55698,True,123,123.0,21.951219512195124
55806,True,68,68.0,20.705882352941178
55874,True,50,50.0,20.72
55998,True,56,56.0,21.428571428571427
56046,True,40,40.0,19.6
56082,True,104,104.0,20.692307692307693
56130,True,34,34.0,18.823529411764707
56302,True,62,62.0,19.677419354838708
56322,True,60,60.0,19.2
56338,True,108,108.0,19.925925925925927
56430,True,64,64.0,20.125
56466,True,92,92.0,19.73913043478261
56558,True,24,24.0,19.0
56574,True,64,64.0,19.5
56594,True,28,28.0,19.428571428571427
56766,True,60,60.0,20.266666666666666
56814,True,76,76.0,20.210526315789473
56850,True,106,106.0,20.11320754716981
56898,True,146,146.0,20.246575342465754
57022,True,16,16.0,20.0
57090,True,76,76.0,20.42105263157895
57198,True,120,120.0,19.533333333333335
57234,True,82,82.0,19.853658536585368
57278,True,64,64.0,20.0625
57342,True,126,126.0,19.841269841269842
57346,True,52,52.0,20.923076923076923
57454,True,40,40.0,21.2
57490,True,50,50.0,19.68
57534,True,50,50.0,20.08
57582,True,84,84.0,20.285714285714285
57598,True,52,52.0,21.615384615384617
57602,True,147,147.0,22.816326530612244
57618,True,124,124.0,20.161290322580644
57666,True,50,50.0,19.6
57710,True,80,80.0,20.7
57746,True,26,26.0,20.307692307692307
57854,True,24,24.0,18.0
57858,True,56,56.0,19.571428571428573
57922,True,44,44.0,18.90909090909091
57966,True,76,76.0,20.0
58002,True,108,108.0,20.037037037037038
58110,True,122,122.0,20.39344262295082
58178,True,14,14.0,20.571428571428573
58302,True,188,188.0,20.893617021276597
58350,True,128,128.0,20.0
58386,True,110,110.0,20.4
58434,True,172,172.0,20.093023255813954
58606,True,56,56.0,21.214285714285715
58626,True,90,90.0,20.355555555555554
58642,True,42,42.0,20.19047619047619
58734,True,64,64.0,19.625
58770,True,128,128.0,20.6875
58862,True,38,38.0,18.94736842105263
58878,True,84,84.0,20.476190476190474
58898,True,56,56.0,20.142857142857142
59070,True,48,48.0,19.0
59118,True,92,92.0,20.608695652173914
59154,True,108,108.0,20.14814814814815
59202,True,66,66.0,23.454545454545453
59326,True,36,36.0,19.77777777777778
59394,True,80,80.0,19.4
59502,True,146,146.0,21.616438356164384
59538,True,106,106.0,22.339622641509433
59582,True,8,8.0,20.0
59646,True,64,64.0,20.5
59650,True,78,78.0,20.307692307692307
59758,True,28,28.0,19.714285714285715
59794,True,58,58.0,21.24137931034483
59838,True,124,124.0,20.0
59886,True,80,80.0,20.4
59902,True,68,68.0,21.176470588235293
59906,True,12,12.0,19.0
59922,True,52,52.0,20.153846153846153
59970,True,236,236.0,19.728813559322035
60014,True,20,20.0,20.8
60050,True,48,48.0,20.166666666666668
60158,True,28,28.0,21.142857142857142
60162,True,80,80.0,21.55
60226,True,32,32.0,21.0
60270,True,96,96.0,19.583333333333332
60306,True,100,100.0,21.84
60414,True,84,84.0,18.571428571428573
60482,True,92,92.0,20.26086956521739
60606,True,46,46.0,21.304347826086957
60654,True,98,98.0,21.836734693877553
60690,True,94,94.0,20.51063829787234
60738,True,68,68.0,20.294117647058822
60910,True,60,60.0,20.133333333333333
60930,True,80,80.0,19.6
60946,True,22,22.0,18.545454545454547
61038,True,84,84.0,20.095238095238095
61074,True,84,84.0,19.904761904761905
61166,True,52,52.0,20.76923076923077
61182,True,126,126.0,20.92063492063492
61202,True,50,50.0,20.72
61374,True,134,134.0,19.253731343283583
61422,True,76,76.0,20.526315789473685
61458,True,90,90.0,19.77777777777778
61506,True,189,189.0,21.61904761904762
61630,True,42,42.0,19.904761904761905
61698,True,128,128.0,19.84375
61806,True,76,76.0,20.842105263157894
61842,True,78,78.0,21.128205128205128
61886,True,52,52.0,20.307692307692307
61950,True,92,92.0,21.130434782608695
61954,True,38,38.0,20.210526315789473
62062,True,58,58.0,20.413793103448278
62098,True,48,48.0,20.0
62142,True,40,40.0,19.6
62190,True,148,148.0,19.83783783783784
62206,True,48,48.0,20.833333333333332
62210,True,40,40.0,18.6
62226,True,48,48.0,19.5
62274,True,36,36.0,21.77777777777778
62318,True,48,48.0,21.666666666666668
62354,True,52,52.0,21.692307692307693
62462,True,120,120.0,20.866666666666667
62466,True,130,130.0,20.615384615384617
62530,True,116,116.0,20.96551724137931
62574,True,88,88.0,20.727272727272727
62610,True,102,102.0,21.372549019607842
62718,True,60,60.0,20.133333333333333
62786,True,24,24.0,18.0
62910,True,184,184.0,20.347826086956523
62958,True,60,60.0,19.466666666666665
62994,True,144,144.0,20.833333333333332
63042,True,84,84.0,19.904761904761905
63214,True,36,36.0,21.333333333333332
63234,True,60,60.0,19.866666666666667
63250,True,88,88.0,20.40909090909091
63342,True,120,120.0,20.933333333333334
63378,True,76,76.0,20.526315789473685
63470,True,70,70.0,21.37142857142857
63486,True,64,64.0,21.9375
63506,True,89,89.0,22.292134831460675
63678,True,56,56.0,21.714285714285715
63726,True,66,66.0,19.696969696969695
63762,True,116,116.0,20.137931034482758
63810,True,64,64.0,21.125
63934,True,72,72.0,21.0
64002,True,76,76.0,19.736842105263158
64110,True,104,104.0,20.846153846153847
64146,True,84,84.0,19.428571428571427
64190,True,32,32.0,21.0
64254,True,100,100.0,19.44
64258,True,44,44.0,20.181818181818183
64366,True,16,16.0,21.0
64402,True,56,56.0,20.0
64446,True,104,104.0,22.76923076923077
64494,True,66,66.0,19.515151515151516
64510,True,48,48.0,19.666666666666668
64514,True,46,46.0,20.869565217391305
64530,True,108,108.0,20.14814814814815
64578,True,134,134.0,19.82089552238806
64622,True,84,84.0,20.095238095238095
64658,True,34,34.0,18.941176470588236
64766,True,28,28.0,20.428571428571427
64770,True,212,212.0,19.660377358490567
64834,True,4,4.0,22.0
64878,True,116,116.0,21.448275862068964
64914,True,68,68.0,20.352941176470587
65022,True,80,80.0,19.2
65090,True,40,40.0,19.2
65214,True,30,30.0,20.666666666666668
65262,True,124,124.0,20.06451612903226
65298,True,116,116.0,20.482758620689655
65346,True,32,32.0,19.0
65518,True,68,68.0,20.58823529411765
65538,True,153,153.0,23.372549019607842
65554,True,44,44.0,20.363636363636363
65646,True,92,92.0,20.782608695652176
65682,True,116,116.0,21.103448275862068
65774,True,36,36.0,18.444444444444443
65790,True,76,76.0,20.0
65810,True,80,80.0,19.9
65982,True,128,128.0,22.125
66030,True,132,132.0,21.151515151515152
66066,True,80,80.0,21.4
66114,True,150,150.0,19.893333333333334
66238,True,14,14.0,21.142857142857142
66306,True,60,60.0,20.266666666666666
66414,True,104,104.0,21.692307692307693
66450,True,112,112.0,19.642857142857142
66494,True,48,48.0,20.666666666666668
66558,True,124,124.0,20.774193548387096
66562,True,47,47.0,19.659574468085108
66670,True,40,40.0,19.2
66706,True,62,62.0,20.774193548387096
66750,True,56,56.0,19.357142857142858
66798,True,128,128.0,21.3125
66814,True,40,40.0,20.2
66818,True,28,28.0,21.0
66834,True,76,76.0,19.68421052631579
66882,True,40,40.0,19.6
66926,True,24,24.0,22.666666666666668
66962,True,20,20.0,20.0
67070,True,40,40.0,20.6
67074,True,80,80.0,21.8
67138,True,90,90.0,20.8
67182,True,80,80.0,20.7
67218,True,104,104.0,20.23076923076923
67326,True,140,140.0,20.8
67394,True,48,48.0,22.25
67518,True,136,136.0,20.0
67566,True,102,102.0,21.607843137254903
67602,True,147,147.0,22.20408163265306
67650,True,196,196.0,20.081632653061224
67822,True,56,56.0,20.0
67842,True,176,176.0,20.181818181818183
67858,True,36,36.0,20.0
67950,True,132,132.0,19.757575757575758
67986,True,104,104.0,20.76923076923077
68078,True,44,44.0,21.181818181818183
68094,True,92,92.0,20.608695652173914
68114,True,16,16.0,19.0
68286,True,40,40.0,21.0
68334,True,64,64.0,21.25
68370,True,134,134.0,19.55223880597015
68418,True,48,48.0,20.5
68542,True,82,82.0,20.536585365853657
68610,True,128,128.0,19.5
68718,True,144,144.0,21.27777777777778
68754,True,78,78.0,20.923076923076923
68798,True,54,54.0,24.14814814814815
68862,True,64,64.0,21.0
68866,True,50,50.0,22.24
68974,True,76,76.0,21.789473684210527
69010,True,56,56.0,20.142857142857142
69054,True,166,166.0,20.096385542168676
69102,True,148,148.0,20.43243243243243
69118,True,44,44.0,21.454545454545453
69122,True,52,52.0,21.076923076923077
69138,True,128,128.0,20.625
69186,True,204,204.0,20.392156862745097
69230,True,44,44.0,19.272727272727273
69266,True,78,78.0,20.512820512820515
69374,True,96,96.0,20.541666666666668
69378,True,72,72.0,20.444444444444443
69442,True,16,16.0,25.0
69486,True,96,96.0,22.0
69522,True,100,100.0,19.36
69630,True,226,226.0,20.61946902654867
69698,True,178,178.0,22.640449438202246
69822,True,48,48.0,21.0
69870,True,164,164.0,19.70731707317073
69906,True,88,88.0,19.545454545454547
69954,True,34,34.0,22.823529411764707
70126,True,20,20.0,20.4
70146,True,80,80.0,19.9
70162,True,76,76.0,21.68421052631579
70254,True,104,104.0,19.153846153846153
70290,True,108,108.0,20.814814814814813
