trace,admissible,L_class_number,commutator_class_number,walks
107538,True,128,128.0,21.875
107586,True,212,212.0,23.90566037735849
107710,True,24,24.0,20.0
107778,True,146,146.0,21.945205479452056
107886,True,128,128.0,22.0
107922,True,180,180.0,22.31111111111111
107966,True,52,52.0,21.692307692307693
108030,True,156,156.0,20.358974358974358
108034,True,20,20.0,20.0
108142,True,44,44.0,20.727272727272727
108178,True,104,104.0,23.03846153846154
108222,True,82,82.0,21.70731707317073
108270,True,200,200.0,21.32
108286,True,96,96.0,22.0
108290,True,48,48.0,22.0
108306,True,76,76.0,20.526315789473685
108354,True,84,84.0,22.38095238095238
108398,True,56,56.0,21.142857142857142
108434,True,56,56.0,22.0
108542,True,54,54.0,21.555555555555557
108546,True,136,136.0,21.235294117647058
108610,True,156,156.0,21.128205128205128
108654,True,120,120.0,21.266666666666666
108690,True,182,182.0,21.560439560439562
108798,True,172,172.0,21.093023255813954
108866,True,34,34.0,20.58823529411765
108990,True,236,236.0,20.847457627118644
109038,True,140,140.0,22.514285714285716
109074,True,120,120.0,21.6
109122,True,228,228.0,21.12280701754386
109294,True,52,52.0,23.692307692307693
109314,True,72,72.0,22.444444444444443
109330,True,66,66.0,20.78787878787879
109422,True,168,168.0,21.761904761904763
109458,True,232,232.0,21.362068965517242
109550,True,94,94.0,23.48936170212766
109566,True,148,148.0,22.37837837837838
109586,True,42,42.0,21.238095238095237
109758,True,90,90.0,20.977777777777778
109806,True,108,108.0,23.037037037037038
109842,True,192,192.0,21.875
109890,True,86,86.0,21.674418604651162
110014,True,92,92.0,21.565217391304348
110082,True,100,100.0,22.88
110190,True,182,182.0,22.725274725274726
110226,True,182,182.0,23.274725274725274
110270,True,48,48.0,22.0
110334,True,124,124.0,22.06451612903226
110338,True,56,56.0,21.571428571428573
110446,True,48,48.0,20.833333333333332
110482,True,124,124.0,22.0
110526,True,188,188.0,22.085106382978722
110574,True,200,200.0,21.24
110590,True,140,140.0,21.37142857142857
110594,True,94,94.0,21.70212765957447
110610,True,140,140.0,22.685714285714287
110658,True,258,258.0,21.550387596899224
110702,True,70,70.0,22.685714285714287
110738,True,150,150.0,22.213333333333335
110846,True,56,56.0,22.0
110850,True,316,316.0,21.49367088607595
110914,True,32,32.0,22.0
110958,True,140,140.0,21.885714285714286
110994,True,152,152.0,22.42105263157895
111102,True,168,168.0,22.523809523809526
111170,True,142,142.0,21.12676056338028
111294,True,56,56.0,21.428571428571427
111342,True,152,152.0,22.157894736842106
111378,True,220,220.0,21.436363636363637
111426,True,58,58.0,21.03448275862069
111598,True,42,42.0,21.333333333333332
111618,True,200,200.0,21.76
111634,True,72,72.0,20.333333333333332
111726,True,128,128.0,22.0625
111762,True,104,104.0,20.46153846153846
111854,True,60,60.0,22.266666666666666
111870,True,116,116.0,23.724137931034484
111890,True,70,70.0,20.17142857142857
112062,True,276,276.0,21.71014492753623
112110,True,200,200.0,20.84
112146,True,136,136.0,21.058823529411764
112194,True,188,188.0,20.851063829787233
112318,True,42,42.0,22.38095238095238
112386,True,108,108.0,21.703703703703702
112494,True,164,164.0,21.902439024390244
112530,True,184,184.0,21.52173913043478
112574,True,146,146.0,24.931506849315067
112638,True,168,168.0,21.904761904761905
112642,True,56,56.0,23.142857142857142
112750,True,110,110.0,21.490909090909092
112786,True,50,50.0,21.6
112830,True,74,74.0,20.864864864864863
112878,True,164,164.0,20.975609756097562
112894,True,50,50.0,21.28
112898,True,237,237.0,24.843881856540083
112914,True,136,136.0,23.705882352941178
112962,True,68,68.0,22.352941176470587
113006,True,78,78.0,22.82051282051282
113042,True,52,52.0,21.23076923076923
113150,True,52,52.0,20.307692307692307
113154,True,124,124.0,22.032258064516128
113218,True,102,102.0,21.96078431372549
113262,True,132,132.0,22.727272727272727
113298,True,162,162.0,22.22222222222222
113406,True,140,140.0,21.257142857142856
113474,True,12,12.0,20.0
113598,True,248,248.0,21.70967741935484
113646,True,128,128.0,23.1875
113682,True,146,146.0,22.19178082191781
113730,True,238,238.0,20.991596638655462
113902,True,170,170.0,22.211764705882352
113922,True,148,148.0,21.945945945945947
113938,True,80,80.0,21.2
114030,True,216,216.0,21.88888888888889
114066,True,220,220.0,21.236363636363638
114158,True,48,48.0,22.5
114174,True,64,64.0,22.0
114194,True,82,82.0,22.24390243902439
114366,True,68,68.0,22.58823529411765
114414,True,160,160.0,21.95
114450,True,176,176.0,20.977272727272727
114498,True,88,88.0,21.59090909090909
114622,True,80,80.0,21.9
114690,True,300,300.0,20.906666666666666
114798,True,176,176.0,21.227272727272727
114834,True,112,112.0,21.928571428571427
114878,True,20,20.0,22.4
114942,True,132,132.0,21.21212121212121
114946,True,68,68.0,21.058823529411764
115054,True,50,50.0,21.04
115090,True,192,192.0,22.25
115134,True,186,186.0,20.989247311827956
115182,True,130,130.0,22.092307692307692
115198,True,120,120.0,22.666666666666668
115202,True,36,36.0,22.22222222222222
115218,True,218,218.0,22.31192660550459
115266,True,194,194.0,21.896907216494846
115310,True,72,72.0,20.555555555555557
115346,True,54,54.0,22.59259259259259
115454,True,80,80.0,21.2
115458,True,78,78.0,20.615384615384617
115522,True,86,86.0,22.0
115566,True,108,108.0,22.40740740740741
115602,True,213,213.0,23.699530516431924
115710,True,148,148.0,21.62162162162162
115778,True,148,148.0,20.594594594594593
115902,True,76,76.0,23.36842105263158
115950,True,128,128.0,20.4375
115986,True,150,150.0,21.6
116034,True,72,72.0,22.555555555555557
116206,True,100,100.0,22.4
116226,True,104,104.0,23.307692307692307
116242,True,32,32.0,22.125
116334,True,166,166.0,21.49397590361446
116370,True,172,172.0,21.441860465116278
116462,True,76,76.0,21.68421052631579
116478,True,214,214.0,21.289719626168225
116498,True,72,72.0,21.666666666666668
116670,True,408,408.0,22.15686274509804
116718,True,232,232.0,21.517241379310345
116754,True,166,166.0,21.879518072289155
116802,True,278,278.0,21.81294964028777
116926,True,40,40.0,22.4
116994,True,132,132.0,22.12121212121212
117102,True,316,316.0,22.126582278481013
117138,True,118,118.0,21.694915254237287
117182,True,104,104.0,20.846153846153847
117246,True,92,92.0,20.434782608695652
117250,True,124,124.0,23.612903225806452
117358,True,88,88.0,21.818181818181817
117394,True,56,56.0,21.571428571428573
117438,True,116,116.0,22.551724137931036
117486,True,116,116.0,22.06896551724138
117502,True,64,64.0,25.5625
117506,True,38,38.0,21.57894736842105
117522,True,154,154.0,21.376623376623378
117570,True,92,92.0,21.0
